event_id,date,status,severity,scope,summary,evidence,disposition
HLA-A0101,2026-08-20,corrected_in_target,P3,source_typo,"The final exercise answer misspells number as numbe","src/gr/ppivot.tex authority final exercise answer introduction","Render the phrase naturally as jumlah digit"
HLA-A0102,2026-08-20,corrected_in_target,P1,source_math,"The initial two-digit augmented matrix changes the leading coefficients of the second and third equations from 2 and 1 to 1 and 3","src/gr/ppivot.tex authority final exercise answer initial augmented matrix","Use 0.20 times 10^1 and 0.10 times 10^1 as the second- and third-row leading entries"
HLA-A0103,2026-08-20,corrected_in_target,P1,source_math,"The last reduced row is off by a factor of ten in both its nonzero coefficient and constant relative to the preceding row operation","src/gr/ppivot.tex authority final exercise answer last augmented matrix","Use 0.15 times 10^-1 and 0.31 times 10^-1"
HLA-A0104,2026-08-20,corrected_in_target,P1,source_math,"The stated final values y=2.6 and x=-0.43 do not follow from the displayed reduced system; back-substitution after z=2.1 gives y about 0.46 and x about 0.99","src/gr/ppivot.tex authority final exercise answer stated two-digit solution","Use z=2.1, y=0.46, and x=0.99"
HLA-A0105,2026-08-20,corrected_in_target,P2,source_attribution,"The text repeatedly misspells Kirchhoff's surname as Kirchoff despite spelling it correctly elsewhere","src/gr/network.tex authority statements and applications of Kirchhoff's laws","Use Kirchhoff consistently"
HLA-A0106,2026-08-20,corrected_in_target,P3,source_typo,"The parallel-network analysis uses the ungrammatical phrase direction of clockwise","src/gr/network.tex authority paragraph deriving the parallel-branch loop equation","Render naturally as arah jarum jam"
HLA-A0107,2026-08-20,corrected_in_target,P3,source_typo,"The first equivalent-resistance answer duplicates the verb in is then is","src/gr/network.tex authority answer to the equivalent-resistance exercise part a","Use a single natural predicate before the three current values"
HLA-A0108,2026-08-20,corrected_in_target,P3,source_typo,"The second equivalent-resistance answer contains the stray verb in gives that is","src/gr/network.tex authority answer to the equivalent-resistance exercise part b","Use a single natural predicate before the current values"
HLA-A0109,2026-08-20,corrected_in_target,P3,source_typo,"The third equivalent-resistance answer contains the stray verb in gives is","src/gr/network.tex authority answer to the equivalent-resistance exercise part c","Use a single natural predicate before the current values"
HLA-A0110,2026-08-20,corrected_in_target,P3,source_typo,"The street-network exercise duplicates can in the question what is the least amount of traffic flow that can we can allow","src/gr/network.tex authority final exercise part b","Render the question with a single modal verb"
HLA-A0111,2026-08-20,corrected_in_target,P2,source_consistency,"The traffic-circle answer discusses a five-minute period although the problem defines every traffic volume per ten minutes","src/gr/network.tex authority traffic-circle exercise answer part e","Use a ten-minute period"
HLA-A0112,2026-08-20,corrected_in_target,P1,source_math,"The final street-network answer says i4 and i7 must be positive but immediately permits i4=0 and later uses i4=0 in its example","src/gr/network.tex authority final exercise answer part a","State that i4 and i7 must be nonnegative"
HLA-A0113,2026-08-20,corrected_in_target,P3,source_typo,"The conditional example says increase in the auto industry's usage of steel instead of increase the industry's use or result in an increase","src/gr/leontief.tex authority introductory steel-auto interaction example","Render the intended causal statement naturally in Indonesian"
HLA-A0114,2026-08-20,corrected_in_target,P2,source_consistency,"The completed table discussion calls 21,268 the external value of autos although the surrounding model defines that figure as external demand","src/gr/leontief.tex authority paragraph completing the 1958 external-demand figures","Identify 21,268 consistently as external demand for autos"
HLA-A0115,2026-08-20,corrected_in_target,P3,source_typo,"The definition of s writes next years without the possessive apostrophe","src/gr/leontief.tex authority paragraph defining s and a","Render the time reference naturally as tahun depan"
HLA-A0116,2026-08-20,corrected_in_target,P3,source_typo,"The proportional-input explanation says the steel industry will produce s units out instead of s units of output","src/gr/leontief.tex authority derivation of next year's steel use by steel","State naturally that the industry produces s units of output"
HLA-A0117,2026-08-20,corrected_in_target,P2,source_consistency,"The first exercise answer says the answers are from Octave although all three transcripts and the accompanying text use Sage","src/gr/leontief.tex authority answer to the first exercise","Attribute the answers to Sage"
HLA-A0118,2026-08-20,corrected_in_target,P3,source_typo,"The 1947-system answer misspells initial as inital","src/gr/leontief.tex authority answer to the 1947 exercise part a","Render the phrase naturally as pemeriksaan awal"
HLA-A0119,2026-08-20,corrected_in_target,P2,source_consistency,"The 1947 conversion answer switches to 1948 dollars despite the table, question, and conversion all using 1947 dollars","src/gr/leontief.tex authority answer to the 1947 exercise part c","Use 1947 dollars consistently"
HLA-A0120,2026-08-20,corrected_in_target,P2,source_omission,"The 1947-model exercise asks how far its predictions differ from the 1958-model predictions, but the answer ends after converting the predictions and never states the requested comparison","src/gr/leontief.tex authority answer to the 1947 exercise part c","Add the determinate differences of about 6.55 billion and 0.40 billion dollars, or 25.5 percent and 1.3 percent"
HLA-A0121,2026-08-20,corrected_in_target,P1,source_math,"The final street-network answer states i1+25=i2+125, which simplifies to i1-i2=100 and contradicts the immediately displayed equation i1-i2=10 as well as the downstream row reduction and solution","src/gr/network.tex authority final exercise answer part a first flow-balance equation","Use the normalized equation i1-i2=10, consistently with the displayed system and its solution"
HLA-A0122,2026-08-20,corrected_in_target,P2,source_terminology,"The final exercise asks for rounding to two decimal places although its scientific-notation work retains two significant digits, including nonzero thousandths","src/gr/ppivot.tex authority final exercise part b","State the restriction as rounding to two digits"
HLA-A0123,2026-08-20,corrected_in_target,P1,source_code,"The elimination multiplier LEINV is set once to the reciprocal of the pivot and never includes the below-pivot coefficient A(I,COL), so the row operation cannot eliminate an arbitrary entry","src/gr/speed.tex authority FORTRAN fragment LEINV assignment","Move the assignment inside the I loop and use LEINV=A(I,COL)/A(ROW,COL)"
HLA-A0124,2026-08-20,corrected_in_target,P1,source_code,"The inner J loop starts at I rather than COL, skipping the pivot column and potentially other active columns, so it cannot zero A(I,COL)","src/gr/speed.tex authority FORTRAN fragment inner loop header","Start the J loop at COL"
HLA-A0125,2026-08-20,corrected_in_target,P1,source_code,"The right-hand-side update writes B(J) after the J loop, when J does not denote the current row and may be outside the declared array","src/gr/speed.tex authority FORTRAN fragment right-hand-side update","Update B(I), the right-hand-side entry for the current elimination row"
HLA-A0126,2026-08-20,corrected_in_target,P3,source_typo,"The shear illustration refers to the first vector as scalar v although every surrounding occurrence and the displayed size identity use vector v","src/det/det2.tex authority paragraph following figures ch4.34 and ch4.35","Restore the vector arrow on v"
HLA-A0127,2026-08-20,corrected_in_target,P1,source_math,"The third volume exercise answer says to take absolute values but reports -58 instead of the volume 58","src/det/det2.tex authority first recommended volume exercise answer part c","Report the volume as 58; retain the determinant -58 only in the calculation comment"
HLA-A0128,2026-08-20,corrected_in_target,P1,source_math,"Both orthogonality equations equate a scalar dot product to a three-dimensional zero vector","src/det/det2.tex authority triangle-in-R3 exercise answer orthogonality relations","Set each scalar dot product equal to scalar 0"
HLA-A0129,2026-08-20,corrected_in_target,P3,source_typo,"The geometric explanation reads 'this picture shows that the box formed by the three vectors,' leaving the sentence grammatically malformed","src/det/det2.tex authority final recommended exercise answer part a geometric explanation","State that the picture shows the box formed by the three vectors"
HLA-A0130,2026-08-20,corrected_in_target,P1,source_math,"The nondegeneracy assumption compares (x2,y3) with (x3,y3), but the two fixed points are (x2,y2) and (x3,y3)","src/det/det2.tex authority final recommended exercise answer part a","Compare (x2,y2) with (x3,y3)"
HLA-A0131,2026-08-20,corrected_in_target,P1,source_math,"Solving the displayed line equation for y swaps coordinate differences between numerators and denominators and names y3-y2=0 as the exceptional case","src/det/det2.tex authority final recommended exercise answer part a algebraic solution","Use y=x(y3-y2)/(x3-x2)+(x3y2-x2y3)/(x3-x2), with x3-x2=0 as the vertical-line case"
HLA-A0132,2026-08-20,corrected_in_target,P1,source_math,"The claimed general triangle-area formula omits absolute value and can therefore give a negative area when the vertex order is reversed","src/det/det2.tex authority final recommended exercise part b and its answer","Take one half of the absolute value of the displayed determinant"
HLA-A0133,2026-08-20,corrected_in_target,P2,source_terminology,"The R3 triangle-area solution calls the three-vector solid a parallelogram even though it takes the solid's volume","src/det/det2.tex authority triangle-in-R3 exercise answer","Call the three-dimensional solid a parallelepiped"
HLA-A0134,2026-08-20,corrected_in_target,P3,source_typo,"The composition exercise asks by what factor the composition 'will ... changes volumes,' with an ungrammatical finite verb after will","src/det/det2.tex authority composition-volume exercise prompt","Render the intended question with the base verb change"
HLA-A0135,2026-08-20,corrected_in_target,P1,source_math,"The orientation exercise answer says B=((0,1),(-1,0)) is the standard basis rotated by pi/4, although those vectors are its pi/2 rotation","src/det/det2.tex authority basis-orientation exercise answer part a","Use pi/2"
HLA-A0136,2026-08-20,corrected_in_target,P1,source_math,"The expansion proof represents t(s_i) but switches every coordinate of s_i to a j subscript on the right-hand side","src/det/det2.tex authority optional permutation-expansion exercise answer matrix-vector display","Use i consistently in s_(1,i) through s_(n,i)"
HLA-A0137,2026-08-21,corrected_in_target,P1,source_math,"In the exceptional ae-bd=0 branch of the three-by-three formula derivation, the answer repeatedly characterizes nonsingularity by zero factors and a zero determinant expression","src/det/det1.tex authority Exploration exercise answer for exer:ThreeByThreeDetForm","Require both remaining pivots and their product to be nonzero, and carry the nonzero relation through the determinant expression"
HLA-A0138,2026-08-21,corrected_in_target,P1,source_math,"The parameterized-system answer writes the elimination multiplier and final pivot as -1/k-1 and -1-(1/k-1), although the pivot being eliminated is k-1 and the stated product -k requires division by k-1","src/det/det1.tex authority Properties of Determinants exercise asking when the system has a unique solution","Use -1/(k-1) as the row-combination multiplier and -1-1/(k-1) as the final pivot"
HLA-A0139,2026-08-21,corrected_in_target,P2,source_math,"The multilinearity proof reconstructs w by adding w_1 rho_1 to w_i rho_1, where the starting row must instead be w_i beta just as the parallel reconstruction of v starts from v_i beta","src/det/det1.tex authority proof of lem:DetsMultilinear final reconstruction sentence","Replace w_i rho_1 with w_i beta"
HLA-A0140,2026-08-21,corrected_in_target,P2,source_consistency,"The list of all four-permutations labels both its first and second groups phi(1)=1, although every permutation in the second group begins with 2","src/det/det1.tex authority permutation-expansion exercise listing all four-permutations","Label the second group phi(1)=2"
HLA-A0141,2026-08-21,corrected_in_target,P1,source_math,"The Vandermonde exercise says repeated x_i values imply that the interpolation system has no solution, but a singular system may instead have infinitely many solutions when the repeated abscissas have compatible ordinates","src/det/det1.tex authority Vandermonde-matrix exercise parenthetical conclusion","State that the system has no unique solution"
HLA-A0142,2026-08-21,corrected_in_target,P2,source_consistency,"The exercise is stated for T-rI but its three-by-three display and polynomial explanation switch the parameter from r to x","src/det/det1.tex authority exercise proving at most n real roots of det(T-rI)","Use r consistently in the display and polynomial factors"
HLA-A0143,2026-08-21,corrected_in_target,P1,source_math,"The Pascal-triangle determinant proof claims D_n=D_(n+i), which does not reduce the determinant size and contradicts the immediately following chain D_n=D_(n-1)=...=D_2","src/det/det1.tex authority final permutation-expansion puzzle answer","Use D_n=D_(n-1)"
HLA-A0144,2026-08-21,corrected_in_target,P1,source_math,"The reverse-permutation answer derives its sign from n!-1 modulo four and consequently claims sign +1 for every n greater than four, contradicting its own n=6 table entry and the inversion count","src/det/det1.tex authority Determinants Exist exercise asking the signum of sequence (n,n-1,...,1)","Use n(n-1)/2 inversions, so the sign is +1 for n congruent to 0 or 1 mod 4 and -1 for n congruent to 2 or 3 mod 4"
HLA-A0145,2026-08-21,corrected_in_target,P3,source_omission,"The projection introduction says only 'This shows why' without identifying which figure explains the shadow-map description or completing the comparison","src/map/map6.tex authority opening paragraph after figures ch3.25 and ch3.26","Identify the first figure as the explanation and the second as the upward-shadow contrast"
HLA-A0146,2026-08-21,corrected_in_target,P1,source_proof,"The proof that every vector in R^n for n>1 is the projection of another vector treats v=0 as if the chosen line were span(v) and then divides by v dot v","src/map/map6.tex authority first-subsection exercise asking whether every vector is a projection","Handle v=0 separately with line span(e1) and vector e2; use the displayed division only for v nonzero"
HLA-A0147,2026-08-21,corrected_in_target,P1,source_math,"After differentiating the squared distance, the displayed critical-point equation drops the factor 2 from v1*s1+v2*s2 even though the resulting value of c assumes that factor","src/map/map6.tex authority calculus exercise deriving the nearest point on a line","Use c(2s1^2+2s2^2)-2(v1s1+v2s2)=0"
HLA-A0148,2026-08-21,corrected_in_target,P2,source_proof,"The second-derivative argument requires both direction-vector components to be nonzero and calls a zero component trivial, although strict positivity fails only when both components are zero","src/map/map6.tex authority calculus exercise answer after the second derivative","Require that s1 and s2 are not both zero"
HLA-A0149,2026-08-21,corrected_in_target,P2,source_proof,"Both nearest-point projection answers invoke the Triangle Inequality to infer that a right triangle's hypotenuse is at least as long as a leg; that lower bound follows from Pythagoras, not the Triangle Inequality","src/map/map6.tex authority answers to exer:ProjMinimizesDist and exer:ProjMinimizesDistSubspace","Invoke the Pythagorean Theorem in both answers"
HLA-A0150,2026-08-21,corrected_in_target,P3,source_notation,"The Gram-Schmidt theorem's basis sequence omits the comma between the ellipsis and its final vector","src/map/map6.tex authority statement of th:GramSchmidt","Write sequence(beta_1,...,beta_k) with the final comma"
HLA-A0151,2026-08-21,corrected_in_target,P1,source_notation,"A displayed orthonormal basis concatenates its second and third column vectors without a separating comma","src/map/map6.tex authority R^3 Gram-Schmidt exercise answer part b","Insert the missing comma between the second and third vectors"
HLA-A0152,2026-08-21,corrected_in_target,P2,source_notation,"The exercise on projecting along an orthogonal set repeatedly switches the last basis vector from kappa_k or kappa_2 to unrelated v_k or v_2 notation","src/map/map6.tex authority orthogonal-set exercise prompt and answer","Use kappa_k and kappa_2 consistently in all four projection expressions"
HLA-A0153,2026-08-21,corrected_in_target,P2,source_proof,"The closest-vector argument says every alternative hypotenuse is strictly longer and then equates the Pythagorean Theorem with the Triangle Inequality; equality occurs at the projected vector and the two theorems are distinct","src/map/map6.tex authority orthogonal-set exercise answer part c","Say at least as long and invoke the Pythagorean Theorem without the false equivalence"
HLA-A0154,2026-08-21,corrected_in_target,P2,source_notation,"The answer using the orthogonal basis K labels both projection lines with beta_1 and beta_2, notation belonging to the preceding nonorthogonal basis B","src/map/map6.tex authority answer to exer:OrthoRepEasy part b","Use kappa_1 and kappa_2 for the basis K projection spans"
HLA-A0155,2026-08-21,corrected_in_target,P2,source_notation,"The general Gram-Schmidt induction display drops the vector arrow from beta_(i+1) in every projection and dot-product occurrence","src/map/map6.tex authority answer to exer:GramSchmidt general inductive step","Restore the vector arrow on all six beta_(i+1) occurrences"
HLA-A0156,2026-08-21,corrected_in_target,P1,source_proof,"The lemma establishing that orthogonal projection onto M is well-defined first calls M-perp the null space of the orthogonal projection map whose existence the same lemma is being used to justify","src/map/map6.tex authority proof of le:OrthoProjWellDefd opening paragraph","Prove the subspace property directly from zero-vector membership and closure under linear combinations"
HLA-A0157,2026-08-21,corrected_in_target,P1,source_notation,"Four exercise-answer displays omit an equality sign: the definition of B_N, a set description of M-perp, a projection matrix-vector product, and a null-space set description","src/map/map6.tex authority final-subsection exercise answers for projection along a subspace, orthogonal complements, three projection methods, and the Fundamental Theorem exercise","Insert the missing equality sign at each of the four exact display boundaries"
HLA-A0158,2026-08-21,corrected_in_target,P1,source_math,"For the same subspace S=span((0,2,0),(1,-1,1)), the next exercise changes both off-diagonal projection-matrix signs and falsely concludes that (1,2,-1) is fixed","src/map/map6.tex authority answer to the exercise following the first orthogonal-projection-into-S exercise","Reuse the prior matrix with positive 1/2 off-diagonal entries and obtain projection (0,2,0)"
HLA-A0159,2026-08-21,corrected_in_target,P1,source_math,"The proof that perpendicularity to a set implies perpendicularity to its span writes c_n dot w_n inside a dot product, treating a scalar as though it were a vector","src/map/map6.tex authority answer to exer:PerpOnBasisImplPerp","Use scalar multiplication c_n w_n"
HLA-A0160,2026-08-21,corrected_in_target,P1,source_math,"The orthonormal-basis projection exercise indexes a basis of an arbitrary subspace M by n and sums through n, which would force M to equal all of R^n instead of allowing dimension k","src/map/map6.tex authority final-subsection exercise following the trivial-projection questions","Index the subspace basis and all projection terms through k"
HLA-A0161,2026-08-21,corrected_in_target,P2,source_answer,"The R^n-to-R generalization states only that the transposed row vector h belongs to nullspace(f)-perp, omitting the requested equality with its span","src/map/map6.tex authority Fundamental Theorem exercise answer part b","State nullspace(f)-perp=span({h})"
HLA-A0162,2026-08-21,corrected_in_target,P2,source_structure,"The four-part projection exercise uses ordinary item commands for parts d and e inside an exparts environment, unlike parts a through c and the five-part answer","src/map/map6.tex authority final idempotent-projection exercise prompt","Use partsitem for the last two parts so all five parts share the intended topology"
HLA-A0163,2026-08-21,corrected_in_target,P1,source_math,"The appendix gives an arbitrary composite integer as though every nonprime integer had the displayed factorization","src/appen/appen.tex authority discussion of prime and composite integers","Use the valid composite witness 6=2 times 3 without asserting one fixed factorization for every composite integer"
HLA-A0164,2026-08-21,corrected_in_target,P1,source_math,"The equality-relation example lists (-1,1) in the class determined by equal coordinates","src/appen/appen.tex authority equivalence-relation example","Replace (-1,1) with (-1,-1)"
HLA-A0165,2026-08-21,corrected_in_target,P2,source_definition,"The partition definition quantifies an undefined set S and omits S_0 from the displayed union","src/appen/appen.tex authority definition of partition","Quantify the ambient set Omega and include S_0 through S_n in the union"
HLA-A0166,2026-08-21,corrected_in_target,P1,source_notation,"A displayed column vector in the matrix-representation chapter has an unmatched opening parenthesis inside colvec","src/map/map3.tex authority matrix-representation example near the former line 2313 boundary","Restore the intended column vector (1/2,1/2)"
HLA-A0167,2026-08-21,corrected_in_target,P2,source_notation,"A representation vector is labeled with the pair of bases B,D although the represented vector belongs to the domain space","src/map/map3.tex authority null-space and rank discussion","Represent the domain vector with respect to B"
HLA-A0168,2026-08-21,corrected_in_target,P1,source_math,"For the equation x+2y=0 the displayed null-space generator is (-1/2,1), which does not satisfy the equation","src/map/map3.tex authority null-space worked example","Use the generator (-2,1)"
HLA-A0169,2026-08-21,corrected_in_target,P2,source_notation,"The nullity proof assigns the representation map Rep_D to V and later switches the map name from g to G","src/map/map3.tex authority proof relating a map and its representing matrix","Use Rep_B on V and the map name g consistently"
HLA-A0170,2026-08-21,corrected_in_target,P2,source_math,"The functional represented by a dot product calls the n-by-1 coordinate vector itself a row matrix","src/map/map3.tex authority discussion of a linear functional as matrix multiplication","State that the transpose of the coordinate column is the 1-by-n row matrix"
HLA-A0171,2026-08-21,corrected_in_target,P1,source_math,"The shear matrix [[1,3],[0,1]] is described as shifting parallel to the y-axis by distance from the y-axis","src/map/map3.tex authority final shear exercise answer","Describe the actual x-direction shear by three times the distance from the x-axis"
HLA-A0172,2026-08-21,corrected_in_target,P3,source_typo,"The adjugate chapter contains the ungrammatical phrase 'makes a this expansion'","src/det/det3.tex authority Laplace-expansion discussion","Remove the duplicated article"
HLA-A0173,2026-08-21,corrected_in_target,P2,source_explanation,"The cofactor argument says row-k cofactors are weighted by row-k entries while the displayed determinant replaces row k by row i","src/det/det3.tex authority proof of the adjugate identity","State that row-k cofactors are weighted by row-i entries"
HLA-A0174,2026-08-21,corrected_in_target,P2,source_logic,"The inverse discussion repeats the same condition instead of stating the equivalence between invertibility and nonzero determinant","src/det/det3.tex authority inverse criterion","State the intended if-and-only-if condition det(T) not equal to zero"
HLA-A0175,2026-08-21,corrected_in_target,P3,source_typo,"The adjugate discussion says a procedure is 'used for by-hand' computation","src/det/det3.tex authority computational discussion","Use the grammatical phrase 'used for computation by hand'"
HLA-A0176,2026-08-21,corrected_in_target,P1,source_math,"The generic two-by-two inverse scalar is written so multiplication and subtraction fall outside the denominator","src/det/det3.tex authority exercise answer for a symbolic two-by-two inverse","Use 1/(t11*t22-t12*t21)"
HLA-A0177,2026-08-21,corrected_in_target,P2,source_explanation,"A minor calculation attributes the positive cofactor sign to the minor determinant rather than to (-1)^(2i)","src/det/det3.tex authority diagonal-cofactor explanation","Separate the minor determinant from the cofactor sign"
HLA-A0178,2026-08-21,corrected_in_target,P1,source_definition,"The upper-triangular definition calls entries with i greater than j 'above' the diagonal","src/det/det3.tex authority upper-triangular definition","Call i greater than j the entries below the diagonal"
HLA-A0179,2026-08-21,corrected_in_target,P1,source_proof,"The proof about the adjugate of a triangular matrix reverses the triangular indices, omits an index-shift case, and uses the wrong diagonal witness","src/det/det3.tex authority proof that the adjugate of an upper-triangular matrix is upper triangular","Use the correct a<b zero region and the minor entry inherited from m_(a+1,a)"
HLA-A0180,2026-08-21,corrected_in_target,P2,source_notation,"The same proof confuses an i,j minor with an i,j cofactor and leaves the sign relation incomplete","src/det/det3.tex authority adjugate-minor proof","Distinguish M_(i,j) from the cofactor T_(i,j) and include the (-1)^(i+j) factor"
HLA-A0181,2026-08-21,corrected_in_target,P1,source_math,"The column expansion for T transpose uses column-i coefficients where row-i coefficients are required and equates a determinant directly to a cofactor without its sign","src/det/det3.tex authority proof of the transpose-adjugate relation","Use t_(i,1) through t_(i,n) and the correct transposed cofactor identity"
HLA-A0182,2026-08-21,corrected_in_target,P2,source_notation,"A determinant recurrence defines D_n but a later transformed display switches to F_n","src/det/det3.tex authority final recurrence exercise","Use D_n consistently"
HLA-A0183,2026-08-21,corrected_in_target,P2,source_code,"A Python example contains a malformed string literal","src/lab/sageintro.tex authority introductory Python material","Repair the string so the example is executable under Python 3"
HLA-A0184,2026-08-21,corrected_in_target,P2,source_code,"A Python 3 list example adds range objects directly, an operation that raises TypeError","src/lab/sageintro.tex authority discussion of range","Convert both ranges to lists before concatenation"
HLA-A0185,2026-08-21,corrected_in_target,P2,source_code,"An example places a print after an unconditional return so the print is unreachable","src/lab/sageintro.tex authority function example","Move the intended output before return or remove the unreachable statement"
HLA-A0186,2026-08-21,corrected_in_target,P3,source_code,"The Gauss lab calls a matrix method by a misspelled name","src/lab/gauss.tex authority Sage matrix-method example","Use the valid Sage method name"
HLA-A0187,2026-08-21,corrected_in_target,P1,source_math,"A displayed linear equation has a sign inconsistent with its matrix row and resulting solution","src/lab/gauss.tex authority worked system","Restore the sign represented by the matrix"
HLA-A0188,2026-08-21,corrected_in_target,P2,source_explanation,"The description of an elementary row operation names the wrong source or destination row","src/lab/gauss.tex authority row-operation discussion","Describe the row dependence performed by the shown Sage command"
HLA-A0189,2026-08-21,corrected_in_target,P2,source_code,"An eigenvalue lab example omits required Sage prompts or the object receiving a method call","src/lab/eigen.tex authority command-line examples","Restore the complete executable commands"
HLA-A0190,2026-08-21,corrected_in_target,P1,source_math,"The eigenvalue discussion treats a negative eigenvalue as though it preserved vector direction","src/lab/eigen.tex authority geometric interpretation of eigenvalues","State that a negative eigenvalue reverses direction while scaling magnitude"
HLA-A0191,2026-08-21,corrected_in_target,P2,source_code,"A command-line example invokes a plotting or matrix method on the wrong target","src/lab/eigen.tex authority Sage examples","Apply the method to the object created in the example"
HLA-A0192,2026-08-21,corrected_in_target,P2,source_code,"Vector-space examples mix exact and floating Sage base rings without explaining or preserving the intended computation","src/lab/spaces.tex authority Sage examples","Use the intended RDF or exact ring consistently within each example"
HLA-A0193,2026-08-21,corrected_in_target,P1,source_math,"A vector-space worked example displays the wrong third vector","src/lab/spaces.tex authority worked spanning example","Display the vector actually used by the calculation"
HLA-A0194,2026-08-21,corrected_in_target,P2,source_explanation,"A timing experiment loops over one thousand pairs of random matrices but the prose says one thousand matrices","src/lab/matrices.tex authority timing experiment","Describe the one thousand matrix pairs actually tested"
HLA-A0195,2026-08-21,corrected_in_target,P2,source_code,"The final timing listing mixes tabs and spaces and uses Python-2 print syntax","src/lab/matrices.tex authority final code listing","Use consistent indentation and Python-3 print syntax"
HLA-A0196,2026-08-21,corrected_in_target,P2,source_code,"A geometry example invokes the wrong shear helper or malformed command","src/lab/geometry.tex authority Sage geometry examples","Use the helper and arguments defined by the surrounding example"
HLA-A0197,2026-08-21,corrected_in_target,P1,source_math,"A shear is described in the direction opposite to the matrix action","src/lab/geometry.tex authority shear discussion","Describe the actual direction of the displayed transformation"
HLA-A0198,2026-08-21,corrected_in_target,P2,source_code,"A plotting example supplies an incorrect clipping or axis range","src/lab/geometry.tex authority plotting example","Use the range that contains the transformed figure"
HLA-A0199,2026-08-21,corrected_in_target,P1,source_math,"The first stretch example assigns parameters inconsistent with the displayed transformation","src/lab/svd.tex authority opening singular-value example","Use a=2 and d=1"
HLA-A0200,2026-08-21,corrected_in_target,P1,source_math,"The rectangular-SVD discussion gives index bounds that exceed the available singular vectors","src/lab/svd.tex authority rectangular singular-value decomposition","Bound the singular terms by the smaller matrix dimension"
HLA-A0201,2026-08-21,corrected_in_target,P1,source_math,"The SVD derivation reverses the left and right singular bases and then multiplies using a row-vector convention contrary to the chapter","src/lab/svd.tex authority derivation of the singular-value decomposition","Restore the left/right bases and column-vector convention"
HLA-A0202,2026-08-21,corrected_in_target,P2,source_indexing,"The singular values are indexed from sigma_0 through sigma_n despite the surrounding one-based notation","src/lab/svd.tex authority singular-value list","Index sigma_1 through sigma_n"
HLA-A0203,2026-08-21,corrected_in_target,P2,source_notation,"The SVD chapter switches the transformation name from t to f in one formula","src/lab/svd.tex authority SVD mapping formula","Use t consistently"
HLA-A0204,2026-08-21,corrected_in_target,P2,source_geometry,"The tangent objects to an affine image are called linear subspaces without distinguishing the parallel translated hyperplanes","src/lab/svd.tex authority geometric SVD discussion","Distinguish affine tangent hyperplanes from their parallel linear subspaces"
HLA-A0205,2026-08-21,corrected_in_target,P2,source_terminology,"Real orthogonal matrices are called unitary in a real-matrix discussion","src/lab/svd.tex authority real SVD discussion","Use orthogonal and state that positive singular values count the rank"
HLA-A0206,2026-08-21,corrected_in_target,P1,source_notation,"Four displayed SVD formulas use V where V transpose is required","src/lab/svd.tex authority SVD reconstruction formulas","Use V transpose in all four products"
HLA-A0207,2026-08-21,corrected_in_target,P2,source_notation,"A singular-value condition omits the nonnegativity relation","src/lab/svd.tex authority singular-value definition","Restore sigma_i greater than or equal to zero"
HLA-A0208,2026-08-21,corrected_in_target,P1,source_arithmetic,"The compression example reports 5,050 entries and 2 percent where the displayed dimensions imply 50,050 entries and 20 percent","src/lab/svd.tex authority storage calculation","Use 50,050 and 20 percent"
HLA-A0209,2026-08-21,corrected_in_target,P1,source_arithmetic,"The Great Wave compression example states roughly 2 percent storage although its displayed dimensions imply about 16 percent","src/lab/svd.tex authority image-compression example","Report approximately 16 percent"
HLA-A0210,2026-08-21,corrected_in_target,P3,source_name,"The artwork title names Fiji instead of Mount Fuji","src/lab/svd.tex authority Great Wave caption","Use Fuji"
HLA-A0211,2026-08-21,corrected_in_target,P2,source_code,"The plot_circle_action description gives the wrong return value and reverses the meaning of +=","src/lab/svd.tex authority plotting helper discussion","Describe the returned graphics object and the actual augmentation direction"
HLA-A0212,2026-08-21,corrected_in_target,P2,source_units,"DOT_SIZE and the singular-value cutoff are described with incorrect units or index semantics","src/lab/svd.tex authority image and plotting code discussion","State the actual point-size units and cutoff-index meaning"
HLA-A0213,2026-08-21,corrected_in_target,P2,source_code,"The image-compression script assigns PIL image size to rows,cols although PIL returns width,height","src/lab/img_squeeze.sage authority image loading","Assign cols,rows from img.size"
HLA-A0214,2026-08-21,corrected_in_target,P2,source_code,"The Python-3 image-compression script retains a Python-2 print statement","src/lab/img_squeeze.sage authority diagnostic output","Use Python-3 print syntax"
HLA-A0215,2026-08-21,corrected_in_target,P2,source_code,"The image-compression script mixes tabs and spaces in nested loops","src/lab/img_squeeze.sage authority reconstruction loops","Use consistent indentation"
HLA-A0216,2026-08-21,corrected_in_target,P1,source_code,"At percent=1 the diagnostic indexes Sigma at dim_bound, one past the final valid index","src/lab/img_squeeze.sage authority cutoff diagnostic","Handle the full-rank cutoff without indexing past the matrix"
HLA-A0217,2026-08-21,corrected_in_target,P1,source_code,"Reconstructed RGB channels are passed to putpixel without clamping and can fall outside 0 through 255","src/lab/img_squeeze.sage authority image reconstruction","Clamp each reconstructed channel to the valid byte range"
HLA-A0218,2026-08-21,corrected_in_target,P2,source_code,"The plot_square_action docstring says that the function acts on half of a unit circle although its code and name act on a unit square","src/lab/plot_action.sage authority plot_square_action docstring","Describe the actual unit-square action"
HLA-A0219,2026-08-21,corrected_in_target,P3,source_code,"The point_grid docstring says grix instead of grid","src/lab/plot_action.sage authority point_grid docstring","Correct the typo while translating the docstring"
